鄉鎮市區,交易標的,土地移轉總面積(平方公尺),使用分區或編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註
前鎮區,房地(土地+建物),6.96,住,1050515,土地1建物1車位0,一層,1,店面(店鋪),住商用,860527,130.1,0,0,0,無,無,無,30000,231,無,0,0,
前鎮區,房地(土地+建物),47,住,1050426,土地1建物1車位0,全,4,透天厝,住家用,600628,35.47,1,1,1,有,無,有,7000,197,無,0,0,
小港區,房地(土地+建物),32.8,商,1050510,土地1建物1車位0,見其它登記事項,15,店面(店鋪),住商用,791228,235.2,3,2,3,有,有,無,18000,77,無,0,0,建物層數1+2+3+地下室
前鎮區,房地(土地+建物),11.44,住,1050518,土地1建物1車位0,一層,27,住宅大樓(11層含以上有電梯),住商用,860527,200.06,0,0,0,無,無,無,43200,216,無,0,0,1+夾
左營區,房地(土地+建物),23.45,住,1050501,土地1建物1車位0,三層,8,店面(店鋪),住商用,811201,145.68,0,0,0,無,無,無,18000,124,無,0,0,1-3樓
楠梓區,房地(土地+建物)+車位,11.58,住,1050501,土地1建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,1000913,87.48,3,2,1,有,有,有,15000,171,坡道平面,18.65,0,
鳳山區,建物,0,,1050517,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,710430,73.01,3,2,2,有,無,有,8500,116,無,0,0,
鼓山區,房地(土地+建物),22.78,商,1050517,土地1建物1車位0,十層,19,住宅大樓(11層含以上有電梯),住家用,951205,293.38,4,2,2,有,有,有,45000,153,無,0,0,
鼓山區,建物,0,住,1050506,土地0建物0車位0,全,5,透天厝,住商用,930906,50.53,0,1,1,有,無,無,55000,1088,無,0,0,分段式租金：第一到第三年每月55000元，第四年到第五年每月58000元。
新興區,房地(土地+建物),57.5,商,1050519,土地2建物0車位0,全,4,透天厝,,610807,189.56,0,0,0,無,無,無,33000,174,無,0,0,
前鎮區,建物,0,商,1050517,土地0建物0車位0,全,3,透天厝,,660418,54.45,3,0,3,有,無,有,21000,386,無,0,0,
苓雅區,建物,0,商,1050514,土地0建物1車位0,八層,19,辦公商業大樓,,790530,341.45,5,1,1,有,有,有,20000,59,無,0,0,
苓雅區,建物,0,商,1050520,土地0建物1車位0,一層,35,店面(店鋪),住商用,860421,204.46,2,2,2,有,有,無,18765,92,無,0,0,
三民區,房地(土地+建物),46,商,1050523,土地1建物1車位0,全,3,透天厝,住商用,430502,43.5,0,0,0,無,無,無,15000,345,無,0,0,
三民區,房地(土地+建物),15.79,住,1050523,土地1建物1車位0,八層,11,住宅大樓(11層含以上有電梯),,771026,84.33,2,1,1,有,無,有,9000,107,無,0,0,
鼓山區,房地(土地+建物)+車位,30.31,其他,1050509,土地1建物1車位1,一層,10,店面(店鋪),住商用,1000624,188.37,2,1,3,有,有,有,24000,127,坡道平面,27.66,0,
前鎮區,建物,0,住,1050519,土地0建物1車位0,全,3,透天厝,,620723,151.79,4,2,3,有,無,無,20000,132,無,0,0,
前鎮區,房地(土地+建物)+車位,19.97,商,1050520,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,950317,218.94,4,2,2,有,有,有,36000,164,坡道平面,20.38,0,
楠梓區,房地(土地+建物),80,住,1031201,土地1建物1車位0,全,2,透天厝,,640301,85.28,6,2,2,有,無,無,12000,141,無,0,0,
左營區,房地(土地+建物),7.43,商,1050501,土地1建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,951128,80.34,2,2,1,有,有,有,17000,212,無,0,0,
左營區,房地(土地+建物),14.76,住,1050501,土地1建物1車位0,一層,11,住宅大樓(11層含以上有電梯),住商用,891030,128.51,3,1,2,有,有,無,16000,125,無,0,0,1+夾層。租金未稅。房屋稅之營業部分由承租人補繳給出租人。
左營區,房地(土地+建物),60,住,1050501,土地1建物1車位0,全,2,透天厝,,740106,98.57,3,2,2,有,無,有,7500,76,無,0,0,房屋有漏水，現況出租。
仁武區,房地(土地+建物),67,住,1050524,土地1建物1車位0,全,4,透天厝,住商用,871003,186.63,5,3,4,有,無,有,18000,96,無,0,0,
三民區,房地(土地+建物),81,住,1050504,土地1建物1車位0,全,2,透天厝,住家用,540601,99.06,3,0,2,有,無,有,46000,464,無,0,0,
三民區,房地(土地+建物),13.49,商,1050516,土地1建物1車位0,四層,12,住宅大樓(11層含以上有電梯),,770609,151.58,3,2,2,有,有,有,10000,66,無,0,0,
苓雅區,房地(土地+建物),26.2,商,1050524,土地1建物1車位0,一層,12,住宅大樓(11層含以上有電梯),,780603,229.88,0,0,0,無,無,無,34000,148,無,0,0,1-3樓
苓雅區,建物,0,商,1050517,土地0建物1車位0,八層,12,辦公商業大樓,,781109,102.28,0,0,0,無,有,無,15000,147,無,0,0,
新興區,房地(土地+建物)+車位,36.54,商,1050520,土地1建物1車位2,見其他登記事項,15,店面(店鋪),住商用,981222,440.7,0,0,0,無,有,無,120000,272,坡道平面,47.34,0,
鼓山區,房地(土地+建物),8.08,商,1050524,土地1建物1車位0,一層,15,住宅大樓(11層含以上有電梯),住家用,950626,77.07,0,0,0,無,無,有,14941,194,無,0,0,
前金區,建物,0,商,1050515,土地0建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,940624,58.42,1,1,1,有,無,有,10000,171,無,0,0,
左營區,建物,0,商,1050501,土地0建物1車位0,五層,10,華廈(10層含以下有電梯),住家用,830115,46.72,1,1,1,有,有,有,8000,171,無,0,0,
左營區,房地(土地+建物)+車位,1.01,住,1050401,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,970417,238.04,3,2,2,有,有,有,28000,118,坡道平面,0,0,
鳳山區,房地(土地+建物),20.79,住,1050525,土地1建物1車位0,全,4,透天厝,住家用,620326,20.79,1,0,1,有,無,有,5000,241,無,0,0,
鳳山區,房地(土地+建物),20.79,住,1050519,土地1建物1車位0,全,4,透天厝,住家用,620326,20.79,1,0,1,有,無,有,5000,241,無,0,0,
鳳山區,房地(土地+建物),20.79,住,1050524,土地1建物1車位0,全,4,透天厝,住家用,620326,20.79,1,0,1,有,無,有,5500,265,無,0,0,
前鎮區,建物,0,商,1050509,土地0建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,1000125,91.93,2,1,1,有,有,有,21000,228,無,0,0,含管理費
橋頭區,房地(土地+建物),106.78,其他,1050526,土地1建物1車位0,全,4,透天厝,住商用,940630,230.85,4,2,4,有,無,有,22000,95,無,0,0,
前金區,建物,0,,1050513,土地0建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,940624,31.18,1,1,1,有,有,有,12000,385,無,0,0,
鼓山區,房地(土地+建物),6.29,住,1050525,土地1建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,971021,48.78,4,2,2,有,無,有,20000,410,無,0,0,
三民區,建物,0,住,1050520,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,900615,150.42,3,2,2,有,有,有,16000,106,無,0,0,
三民區,房地(土地+建物),28,商,1050524,土地1建物1車位0,全,4,透天厝,,740718,89.17,1,0,1,有,無,有,18000,202,無,0,0,
三民區,建物,0,商,1050504,土地0建物1車位0,全,4,透天厝,,740924,47.87,1,1,1,有,無,有,16000,334,無,0,0,
苓雅區,房地(土地+建物),3.97,商,1050524,土地1建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住家用,831005,57.67,2,1,1,有,無,有,9000,156,無,0,0,
苓雅區,房地(土地+建物),22.19,商,1050520,土地1建物2車位0,六層,16,辦公商業大樓,,800522,331.12,4,2,0,有,無,有,42000,127,無,0,0,
新興區,房地(土地+建物),56,商,1050518,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,610424,190.48,0,0,0,無,無,無,40000,210,無,0,0,
三民區,房地(土地+建物),2.5,商,1050518,土地1建物1車位0,十層,12,住宅大樓(11層含以上有電梯),,721126,31.55,0,0,0,無,無,有,5700,181,無,0,0,
鼓山區,建物,1194.44,商,1050503,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,930423,50.25,2,2,1,有,有,有,14100,281,無,0,0,
前鎮區,房地(土地+建物),12.01,住,1050527,土地1建物1車位0,三層,16,住宅大樓(11層含以上有電梯),住家用,771212,127.47,3,2,2,有,有,無,10000,78,無,0,0,
大社區,房地(土地+建物),38,住,1050522,土地1建物1車位0,全,4,透天厝,住商用,740107,61,0,0,0,無,無,無,17000,279,無,0,0,
三民區,房地(土地+建物),8.16,商,1050511,土地1建物1車位0,七層,26,住宅大樓(11層含以上有電梯),住家用,841219,147.14,3,2,2,有,無,有,15000,102,無,0,0,
鼓山區,建物,0,商,1050509,土地0建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,931006,124.95,3,2,2,有,有,有,19900,159,無,0,0,
前金區,建物,0,,1050523,土地0建物1車位0,全,3,透天厝,,590204,121.32,0,0,0,無,無,有,45000,371,無,0,0,
前金區,建物,0,商,1050517,土地0建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,960208,123.34,3,2,2,有,有,有,27000,219,無,0,0,
鼓山區,建物,0,住,1050521,土地0建物1車位0,全,5,透天厝,住商用,990908,283.5,4,3,4,有,無,無,55000,194,無,0,0,分段式租金，前貳年，每月租金55000元，後參年，每月租金68000元
鼓山區,房地(土地+建物)+車位,11.67,商,1050525,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,941110,157.21,3,2,2,有,有,無,18000,114,坡道平面,31.53,0,
鹽埕區,房地(土地+建物),154,商,1050527,土地1建物1車位0,全,5,透天厝,住商用,830531,112.65,1,1,1,有,無,無,40000,355,無,0,0,
左營區,建物,0,住,1050501,土地0建物1車位0,見其它登記事項,14,店面(店鋪),住商用,881227,110.82,0,2,2,有,有,無,63000,568,無,0,0,
左營區,建物,0,,1050501,土地0建物1車位0,全,4,透天厝,,760929,48.6,0,0,0,無,無,無,19000,391,無,0,0,僅租賃一樓店面
前鎮區,房地(土地+建物),12.2,商,1050530,土地1建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,960109,141.1,3,2,2,有,無,無,22000,156,無,0,0,
鳳山區,房地(土地+建物),21.17,住,1050531,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,700505,60.68,3,2,2,有,無,有,6100,101,無,0,0,
鼓山區,房地(土地+建物),20.61,其他,1050530,土地1建物1車位0,見其它登記事項,9,店面(店鋪),住商用,940322,165.51,0,3,2,有,有,無,40000,242,無,0,0,
鼓山區,房地(土地+建物),88,住,1050526,土地1建物1車位0,全,4,透天厝,,680811,246.77,0,0,0,無,無,無,26500,107,無,0,0,
鼓山區,建物,0,住,1050524,土地0建物1車位0,全,4,透天厝,住商用,910701,110.74,0,0,0,無,無,無,35000,316,無,0,0,
三民區,建物,77,商,1050521,土地0建物1車位0,全,4,透天厝,,650722,107.88,0,2,2,有,無,無,23500,218,無,0,0,
三民區,房地(土地+建物)+車位,68.28,商,1050531,土地2建物1車位2,十五層,16,辦公商業大樓,,790215,726.48,0,1,0,有,無,無,48000,66,坡道平面,0,0,
前金區,房地(土地+建物)+車位,6.91,商,1050531,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,1010926,104.51,2,1,1,有,有,有,27000,258,坡道平面,17.3,0,
前金區,房地(土地+建物),7.04,商,1050531,土地1建物1車位0,七層,15,住宅大樓(11層含以上有電梯),住家用,980217,96.17,2,1,1,有,有,有,17000,177,無,0,0,
鹽埕區,房地(土地+建物),1.83,商,1050531,土地1建物1車位0,八層,12,套房(1房1廳1衛),,711210,22.92,1,0,1,有,有,有,9000,393,無,0,0,
新興區,房地(土地+建物)+車位,8.96,商,1050510,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,1041023,138.1,2,2,2,有,有,無,31500,228,坡道平面,30.53,0,
苓雅區,建物,0,商,1050525,土地0建物1車位0,九層,12,辦公商業大樓,,781109,7.87,0,0,0,無,有,無,2500,318,無,0,0,
新興區,房地(土地+建物)+車位,20.52,商,1050523,土地1建物1車位2,十層,15,住宅大樓(11層含以上有電梯),住家用,970930,289.96,4,2,2,有,有,有,46000,159,坡道平面,66.78,0,
左營區,房地(土地+建物)+車位,8.09,商,1050501,土地1建物1車位1,二十四層,25,住宅大樓(11層含以上有電梯),住家用,1021202,166.87,3,2,2,有,有,有,35000,210,坡道機械,10.55,0,
鳳山區,房地(土地+建物),66,住,1050601,土地1建物1車位0,全,3,透天厝,住家用,740207,91.53,3,2,2,有,無,有,16000,175,無,0,0,
新興區,建物,0,商,1050601,土地0建物1車位0,九層,10,辦公商業大樓,,651124,75.04,0,0,0,無,有,無,13500,180,無,0,0,
苓雅區,房地(土地+建物)+車位,32.16,商,1050520,土地2建物1車位1,十七層,27,住宅大樓(11層含以上有電梯),住家用,981109,286.95,4,2,3,有,有,有,52000,181,坡道平面,22.11,0,
苓雅區,建物,0,住,1050530,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),,790713,42.43,1,0,1,有,有,有,10000,236,無,0,0,租金含〈網路、第四台、管理費〉
三民區,房地(土地+建物),164,商,1050521,土地1建物1車位0,全,3,透天厝,住商用,601217,468.25,0,0,0,無,無,無,55000,117,無,0,0,
三民區,建物,0,商,1050531,土地0建物1車位0,十層,21,住宅大樓(11層含以上有電梯),住家用,840615,112.24,2,1,1,有,有,有,15000,134,無,0,0,租金含管理費及水費
鼓山區,房地(土地+建物),118.1,商,1050508,土地1建物1車位0,全,5,透天厝,住商用,980716,406.43,5,3,5,有,無,有,100000,246,無,0,0,
鼓山區,建物,0,,1050505,土地0建物1車位0,全,2,透天厝,,590706,76.8,1,1,1,有,無,有,8000,104,無,0,0,
苓雅區,房地(土地+建物),81,住,1050505,土地1建物1車位0,全,3,透天厝,,640501,158.4,4,2,3,有,無,有,20000,126,無,0,0,
楠梓區,房地(土地+建物),71,其他,1050501,土地1建物1車位0,全,4,透天厝,,760506,197.69,5,2,3,有,無,有,20000,101,無,0,0,
岡山區,房地(土地+建物)+車位,24,住,1050602,土地1建物1車位1,八層,12,住宅大樓(11層含以上有電梯),住家用,820725,168,4,2,2,有,有,無,12000,71,升降機械,0,0,
岡山區,房地(土地+建物),104,住,1050604,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,1030227,244.97,5,3,6,有,無,無,28000,114,無,0,0,
橋頭區,建物,0,住,1050601,土地0建物1車位0,見其他登記事項,4,店面(店鋪),住商用,880329,264.09,5,3,4,有,無,有,18000,68,無,0,0,不附車位租金含管理費
鳳山區,房地(土地+建物),62,住,1050603,土地1建物1車位0,一層,4,店面(店鋪),住商用,700409,32.59,0,1,1,有,無,無,9000,276,無,0,0,
苓雅區,建物,0,商,1050506,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,921128,85.7,2,2,1,有,有,有,24000,280,無,0,0,
苓雅區,建物,0,商,1050601,土地0建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,921128,126.08,3,2,2,有,有,有,33000,262,無,0,0,
苓雅區,建物,0,商,1050601,土地0建物1車位0,十一層,35,住宅大樓(11層含以上有電梯),住家用,860421,94.05,2,2,1,有,有,有,11000,117,無,0,0,
苓雅區,建物,0,商,1050601,土地0建物1車位0,三十二層,35,住宅大樓(11層含以上有電梯),住家用,860421,145.12,3,2,2,有,有,有,19000,131,無,0,0,
苓雅區,建物,0,商,1050525,土地0建物1車位0,三十三層,35,住宅大樓(11層含以上有電梯),住家用,860421,145.12,3,2,2,有,有,有,20000,138,無,0,0,
新興區,房地(土地+建物),197,商,1050603,土地2建物1車位0,全,3,透天厝,,520123,318.03,0,0,0,無,無,無,75000,236,無,0,0,
苓雅區,建物,0,商,1050509,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),,710430,158.35,4,2,2,有,有,有,16000,101,無,0,0,
苓雅區,建物,0,商,1050605,土地0建物1車位0,三十二層,35,住宅大樓(11層含以上有電梯),住家用,860421,145.12,3,2,2,有,無,有,13000,90,無,0,0,
三民區,房地(土地+建物)+車位,13.02,商,1050509,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,1031124,152.06,3,2,2,有,有,有,28000,184,坡道平面,19.29,0,月租金含管理費2809元
三民區,房地(土地+建物),55,住,1050531,土地1建物1車位0,全,4,透天厝,,770118,163.39,5,2,3,有,無,無,17000,104,無,0,0,
三民區,建物,0,住,1050603,土地0建物1車位0,見其他登記事項,14,住宅大樓(11層含以上有電梯),住商用,880908,239,2,2,3,有,有,無,25000,105,無,0,0,
小港區,房地(土地+建物),114.13,住,1050525,土地1建物1車位0,一層,5,店面(店鋪),住家用,1011126,61.85,0,0,0,無,無,無,25000,404,無,0,0,
小港區,房地(土地+建物),76,住,1050522,土地1建物1車位0,全,4,透天厝,住家用,1020311,202.12,4,2,4,有,無,有,28000,139,無,0,0,
岡山區,房地(土地+建物),104,住,1050607,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,1030227,244.97,5,3,6,有,無,無,28000,114,無,0,0,
楠梓區,房地(土地+建物),84,住,1050601,土地1建物1車位0,全,5,透天厝,住商用,1001229,227.96,4,2,4,有,無,有,18000,79,無,0,0,
三民區,房地(土地+建物),134.47,商,1050606,土地4建物2車位0,全,3,透天厝,,631001,373.79,0,0,0,無,無,無,62000,166,無,0,0,
新興區,建物,49.98,商,1050531,土地0建物1車位0,六層,14,住宅大樓(11層含以上有電梯),住家用,910403,76.79,2,2,1,有,有,有,14500,189,無,0,0,含管理費
苓雅區,房地(土地+建物),13.17,商,1050511,土地1建物1車位0,見使用執照,12,住宅大樓(11層含以上有電梯),,710430,122.62,2,1,2,有,有,無,22000,179,無,0,0,租賃1+2樓
苓雅區,房地(土地+建物),16.6,住,1050529,土地2建物1車位0,六層,7,華廈(10層含以下有電梯),,691208,83.15,3,2,2,有,無,有,14000,168,無,0,0,
鼓山區,房地(土地+建物),2.78,商,1050511,土地1建物1車位0,十三層,19,住宅大樓(11層含以上有電梯),住家用,951205,239.72,4,2,2,有,有,有,37000,154,無,0,0,
鼓山區,房地(土地+建物)+車位,28.72,住,1050512,土地1建物1車位1,七層,25,住宅大樓(11層含以上有電梯),住家用,950221,289.12,4,2,2,有,有,有,35000,121,坡道平面,0,0,
鼓山區,房地(土地+建物),74,住,1050512,土地1建物1車位0,全,4,透天厝,住商用,760703,214.07,4,2,4,有,無,無,20000,93,無,0,0,
前金區,房地(土地+建物),94,其他,1050608,土地2建物1車位0,全,3,透天厝,,470506,196.23,0,0,0,無,無,無,32000,163,無,0,0,
楠梓區,房地(土地+建物)+車位,20.86,住,1041201,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,1021028,169.97,3,2,2,有,有,有,23000,135,坡道平面,13.3,0,
楠梓區,房地(土地+建物)+車位,18.46,住,1041201,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,1021028,148.35,3,2,2,有,有,有,20000,135,坡道機械,6.65,0,
前鎮區,房地(土地+建物),69,住,1050509,土地1建物1車位0,全,4,透天厝,,680806,237.24,6,2,5,有,無,無,26000,110,無,0,0,
鳥松區,房地(土地+建物),164,住,1050519,土地1建物1車位0,全,4,透天厝,住家用,791230,347.86,4,3,3,有,無,有,18333,53,無,0,0,二樓不包含在出租範圍
左營區,房地(土地+建物),9.13,住,1050601,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,1000927,89.4,2,2,1,有,有,有,14000,157,無,0,0,
前金區,房地(土地+建物),0,住,1050607,土地1建物1車位0,全,2,透天厝,,480108,71.24,0,0,0,無,無,無,12000,168,無,0,0,
鼓山區,房地(土地+建物),141,住,1050607,土地1建物1車位0,全,5,透天厝,住家用,1000727,352.99,5,2,6,有,無,有,67000,190,無,0,0,
鼓山區,房地(土地+建物),82.46,住,1050607,土地1建物1車位0,見其它登記事項,5,店面(店鋪),住商用,930705,285.69,5,2,5,有,無,有,50000,175,無,0,0,
鼓山區,房地(土地+建物),11.53,商,1050514,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,940921,122.27,3,2,2,有,無,無,14108,115,無,0,0,
新興區,建物,0,商,1050530,土地0建物1車位0,一層,10,華廈(10層含以下有電梯),,670315,160,0,0,0,無,無,無,50000,313,無,0,0,1樓部份承租
左營區,房地(土地+建物),18.3,住,1050501,土地1建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,960404,112.83,3,2,2,有,有,有,19390,172,無,0,0,
小港區,房地(土地+建物),14.14,住,1050530,土地1建物1車位0,九層,11,住宅大樓(11層含以上有電梯),住家用,1030731,94.93,2,1,1,有,有,有,15000,158,無,0,0,
左營區,房地(土地+建物),8.43,商,1050501,土地1建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,950706,85.2,2,1,1,有,有,有,15000,176,無,0,0,
左營區,房地(土地+建物),15.16,住,1050501,土地1建物1車位0,見其它登記事項,16,住宅大樓(11層含以上有電梯),住商用,820703,196.97,4,1,4,有,有,有,19750,100,無,0,0,租賃1+2樓
鼓山區,房地(土地+建物)+車位,19.07,商,1050518,土地1建物1車位1,二層,24,住宅大樓(11層含以上有電梯),住家用,970111,242.02,3,2,2,有,有,有,28000,116,坡道平面,0,0,
前金區,房地(土地+建物),13.17,商,1050530,土地1建物1車位0,三層,8,華廈(10層含以下有電梯),,681126,61.16,1,1,1,有,有,有,8000,131,無,0,0,
鼓山區,房地(土地+建物)+車位,16.93,住,1050530,土地1建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,910701,119.1,3,2,2,有,有,有,17500,147,坡道機械,7.32,0,
苓雅區,房地(土地+建物),23.9,住,1050612,土地1建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,930705,169.6,3,2,2,有,無,無,26000,153,無,0,0,
左營區,房地(土地+建物),17.01,商,1050601,土地1建物1車位0,一層,15,店面(店鋪),住商用,991228,242.89,0,0,0,無,無,無,55000,226,無,0,0,
左營區,建物,10.9,住,1050601,土地0建物1車位0,五層,15,住宅大樓(11層含以上有電梯),住家用,960402,111.53,3,2,2,有,無,有,13000,117,無,0,0,
鳳山區,建物,0,住,1050610,土地0建物0車位0,三層,5,公寓(5樓含以下無電梯),住家用,680430,16,1,1,1,有,無,有,3800,238,無,0,0,
鳳山區,房地(土地+建物),15.3,住,1050613,土地1建物1車位0,一層,16,辦公商業大樓,住商用,830723,85.77,1,1,1,有,無,無,10000,117,無,0,0,
前鎮區,房地(土地+建物),85,商,1050607,土地1建物1車位0,全,4,透天厝,,690122,235.74,0,0,0,無,無,無,25000,106,無,0,0,
前鎮區,建物,0,商,1050531,土地0建物1車位0,見其它登記事項,15,店面(店鋪),住商用,951121,132.18,0,2,1,有,有,無,26000,197,無,0,0,
左營區,房地(土地+建物),37.54,住,1050501,土地1建物1車位0,一層,13,店面(店鋪),住商用,1010914,239.42,0,0,0,無,有,無,43000,180,無,0,0,第三年租金為4萬5000元/月
三民區,房地(土地+建物)+車位,13.09,商,1050608,土地1建物1車位1,七層,23,住宅大樓(11層含以上有電梯),住家用,831114,181.56,3,2,2,有,無,有,30000,165,坡道機械,13.81,0,
前鎮區,建物,0,商,1050601,土地0建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,950314,145.02,3,2,2,有,有,有,23000,159,坡道平面,24.18,0,
新興區,房地(土地+建物),116,商,1050519,土地1建物1車位0,全,3,透天厝,,620428,178.13,0,0,0,無,無,無,60000,337,無,0,0,
新興區,建物,0,商,1050613,土地0建物1車位0,十層,13,套房(1房1廳1衛),住家用,850603,35.52,0,0,0,無,有,有,6000,169,無,0,0,套房無隔間.租6000元附部份家具家電
苓雅區,房地(土地+建物),73,商,1050613,土地3建物1車位0,全,3,透天厝,,551221,171.87,4,2,2,有,無,無,26000,151,無,0,0,
苓雅區,房地(土地+建物),15.32,商,1050607,土地1建物1車位0,一層,14,店面(店鋪),住商用,921128,139.98,0,0,0,無,有,無,27000,193,無,0,0,
前金區,建物,629,商,1050613,土地0建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,850506,26.78,1,1,1,有,無,有,6000,224,無,0,0,
三民區,房地(土地+建物),181.91,住,1050613,土地1建物1車位0,一層,5,店面(店鋪),住商用,1010813,170.61,0,0,0,無,無,無,60000,352,無,0,0,租賃範圍1+2樓，此為透天店面1+2樓出租，地坪無法詳細分算。
三民區,房地(土地+建物),68,住,1050605,土地1建物1車位0,全,3,透天厝,,631009,118.2,2,2,1,有,無,無,12000,102,無,0,0,
苓雅區,建物,0,商,1050613,土地0建物1車位0,二十七層,35,住宅大樓(11層含以上有電梯),住家用,860421,93.92,2,2,1,有,有,有,11000,117,無,0,0,
鳳山區,建物,472,住,1050614,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,590515,77.75,3,2,2,有,無,有,7500,96,無,0,0,
小港區,房地(土地+建物),17.86,商,1050613,土地1建物1車位0,五層,16,住宅大樓(11層含以上有電梯),住家用,830903,162.4,4,2,3,有,有,有,11000,68,無,0,0,
苓雅區,房地(土地+建物),88.75,住,1050516,土地1建物1車位0,一層,7,店面(店鋪),,710227,62.55,0,0,1,有,無,無,50000,799,無,0,0,
苓雅區,房地(土地+建物),7.67,住,1050525,土地1建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,930303,76.73,2,2,1,有,無,有,20000,261,無,0,0,
鼓山區,房地(土地+建物),15.69,住,1050531,土地1建物1車位0,八層,11,住宅大樓(11層含以上有電梯),住家用,950608,60.38,2,1,1,有,有,有,15000,248,無,0,0,
岡山區,建物,96.96,住,1050614,土地0建物1車位0,一層,13,住宅大樓(11層含以上有電梯),住商用,950512,122.34,0,0,0,無,有,無,25000,204,無,0,0,
鳥松區,房地(土地+建物),85.56,住,1050616,土地1建物1車位0,全,3,透天厝,住家用,841124,128.24,5,2,6,有,無,無,25000,195,無,0,0,
三民區,房地(土地+建物),578,住,1050602,土地2建物2車位0,一層,13,店面(店鋪),住商用,831228,355.3,5,2,2,有,無,無,57000,160,無,0,0,
前鎮區,房地(土地+建物),8.53,住,1050529,土地2建物1車位0,三十二層,39,住宅大樓(11層含以上有電梯),住家用,880209,201.41,4,2,2,有,有,有,23000,114,無,0,0,
左營區,房地(土地+建物)+車位,15.63,住,1050601,土地1建物1車位1,二層,13,住宅大樓(11層含以上有電梯),住家用,840824,147.4,4,2,2,有,有,無,16000,109,坡道機械,0,0,
苓雅區,建物,0,商,1050613,土地0建物1車位0,四層,35,住宅大樓(11層含以上有電梯),住家用,860421,94.71,2,2,1,有,有,有,9500,100,無,0,0,
苓雅區,房地(土地+建物),15.88,住,1050518,土地1建物1車位0,七層,15,住宅大樓(11層含以上有電梯),住家用,960813,219.79,4,2,2,有,有,有,38889,177,無,0,0,續約含租賃稅，二代健保
三民區,房地(土地+建物),34.63,住,1050523,土地1建物1車位0,一層,20,住宅大樓(11層含以上有電梯),,800225,228.64,2,1,1,有,無,有,26000,114,無,0,0,
鼓山區,建物,31,住,1050613,土地0建物1車位0,全,4,透天厝,住商用,530423,67.28,0,0,0,無,無,有,15000,223,無,0,0,
鼓山區,房地(土地+建物),122.59,住,1050608,土地1建物1車位0,全,2,透天厝,,570704,67.96,0,0,2,有,無,有,38000,559,無,0,0,
鼓山區,房地(土地+建物),1953,住,1050616,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),,721231,81.91,3,1,2,有,無,無,9000,110,無,0,0,
苓雅區,房地(土地+建物),69,商,1050615,土地2建物1車位0,全,2,透天厝,,520904,118.5,0,0,0,無,無,無,30000,253,無,0,0,
